,_ID,TimeSt,Country,Province,City,Latitude,Longitude,distance_nearest,nearest_poi
16482,5340835,2017-06-21 12:58:10.050,CA,ON,Guelph,43.49865,-80.23205,6.966229013398643,POI3
16483,5340895,2017-06-21 06:58:07.410,CA,ON,North York,43.7677,-79.4126,6.103991961070803,POI3
16484,5340923,2017-06-21 04:58:10.100,CA,BC,Vancouver,49.2654,-123.194,10.610155269129898,POI1
16485,5340995,2017-06-21 10:58:09.430,CA,QC,Montréal,45.502,-73.562,0.020037220790314322,POI3
16486,5341051,2017-06-21 18:58:09.943,CA,AB,Fort Mcmurray,56.75011,-111.45192,3.7949506101983723,POI1
16487,5341135,2017-06-21 07:58:10.543,CA,AB,Calgary,50.9505,-113.947,2.636333343423215,POI1
16488,5341158,2017-06-21 06:58:10.900,CA,ON,Cambridge,43.38534,-80.2903,7.055467271251213,POI3
16489,5341231,2017-06-21 20:58:11.010,CA,ON,Toronto,43.6666,-79.3823,6.104932358267125,POI3
16491,5341385,2017-06-21 21:58:11.990,CA,ON,Ottawa,45.3977,-75.7599,2.1973735004356936,POI3
16493,5341504,2017-06-21 10:58:12.063,CA,ON,Ottawa,45.3977,-75.7599,2.1973735004356936,POI3
16494,5341595,2017-06-21 05:58:08.187,CA,ON,East York,43.6906,-79.3125,6.031140324799034,POI3
16495,5341630,2017-06-21 00:58:10.020,CA,QC,Montréal,45.533,-73.6047,0.04031293361936992,POI3
16496,5341660,2017-06-21 01:58:11.033,CA,ON,Toronto,43.6666,-79.3823,6.104932358267125,POI3
16497,5341694,2017-06-21 13:58:11.100,CA,QC,Montréal,45.533,-73.6047,0.04031293361936992,POI3
16498,5341771,2017-06-21 05:58:11.050,CA,ON,Toronto,43.6666,-79.3823,6.104932358267125,POI3
16499,5341802,2017-06-21 18:58:11.230,CA,AB,Calgary,50.9505,-113.947,2.636333343423215,POI1
16500,5341807,2017-06-21 04:58:14.500,CA,AB,Edmonton,53.5515,-113.492,0.00822822246903204,POI1
16501,5341847,2017-06-21 02:58:15.077,CA,QC,Québec,46.80451,-71.23031999999999,2.6648258546811348,POI3
16502,5341912,2017-06-21 04:58:12.600,CA,AB,Calgary,51.0823,-113.9578,2.508682303928705,POI1
16503,5341942,2017-06-21 15:58:13.083,CA,ON,Ajax,43.8489,-79.0529,5.736186062778729,POI3
16504,5341980,2017-06-21 07:58:13.087,CA,ON,Ajax,43.8489,-79.0529,5.736186062778729,POI3
16505,5342015,2017-06-21 00:58:14.650,CA,QC,Montréal,45.509859999999996,-73.55284,0.017672781812717076,POI3
16506,5342086,2017-06-21 15:58:15.970,CA,QC,Saint-Jerome,45.8032,-74.0012,0.5183245884742479,POI3
16507,5342131,2017-06-21 18:58:16.203,CA,AB,Edmonton,53.54176,-113.52215,0.036681694412870655,POI1
16508,5342176,2017-06-21 03:58:16.557,CA,AB,Vauxhall,50.12117,-112.45633000000001,3.5763496816202176,POI1
16509,5342259,2017-06-21 04:58:16.763,CA,AB,Edmonton,53.5141,-113.601,0.11964340034033759,POI1
16510,5342308,2017-06-21 10:58:15.673,CA,AB,Edmonton,53.5515,-113.492,0.00822822246903204,POI1
16511,5342378,2017-06-21 16:58:15.683,CA,AB,Edmonton,53.5515,-113.492,0.00822822246903204,POI1
16512,5342379,2017-06-21 15:58:16.017,CA,ON,Thunder Bay,48.4527,-89.2162,15.922285829554031,POI3
16513,5342393,2017-06-21 06:58:16.103,CA,AB,Calgary,50.90873,-113.93758999999999,2.675863930341939,POI1
16515,5342438,2017-06-21 02:58:16.380,CA,AB,Calgary,50.9505,-113.947,2.636333343423215,POI1
16516,5342520,2017-06-21 07:58:18.287,CA,ON,Burlington,43.3889,-79.7682,6.558621815779358,POI3
16517,5342530,2017-06-21 03:58:18.300,CA,ON,Burlington,43.3889,-79.7682,6.558621815779358,POI3
16519,5342667,2017-06-21 06:58:16.057,CA,AB,Sherwood Park,53.5263,-113.287,0.19972456144651035,POI1
16520,5342745,2017-06-21 07:58:16.153,CA,AB,Edmonton,53.46001999999999,-113.38022,0.1362149397276407,POI1
16522,5342930,2017-06-21 21:58:16.453,CA,AB,Calgary,51.0378,-114.065,2.5743842186909522,POI1
16523,5342940,2017-06-21 08:58:18.367,CA,MB,Winnipeg,49.893,-97.001,16.88467009392381,POI1
16524,5342988,2017-06-21 14:58:16.193,CA,AB,Calgary,51.0378,-114.065,2.5743842186909522,POI1
16526,5343060,2017-06-21 21:58:16.147,CA,ON,Brampton,43.719559999999994,-79.82805,6.5161662275786885,POI3
16527,5343120,2017-06-21 11:58:21.180,CA,SK,Saskatoon,52.1242,-106.665,6.9673813192508005,POI1
16528,5343153,2017-06-21 15:58:22.747,CA,QC,Saint-Hubert,45.496,-73.403,0.16502627129338363,POI3
16530,5343214,2017-06-21 02:58:25.437,CA,AB,Calgary,51.1414,-114.076,2.4761498894543954,POI1
16531,5343311,2017-06-21 13:58:23.700,CA,ON,Brantford,43.1772,-80.248,7.081324071147788,POI3
16533,5343445,2017-06-21 14:58:25.307,CA,ON,Ottawa,45.4203,-75.7004,2.136779931489673,POI3
16534,5343476,2017-06-21 08:58:25.500,CA,AB,Calgary,50.9879,-114.02197,2.6138628676701825,POI1
16535,5343479,2017-06-21 19:58:23.200,CA,ON,Perth,44.9049,-76.2594,2.7630832301646295,POI3
16537,5343640,2017-06-21 20:58:23.573,CA,ON,Brantford,43.1772,-80.248,7.081324071147788,POI3
16539,5343690,2017-06-21 07:58:24.117,CA,QC,Montréal,45.5066,-73.6291,0.06484175057013307,POI3
16542,5343811,2017-06-21 13:58:25.400,CA,AB,Calgary,51.0829,-114.095,2.5374966742924014,POI1
16546,5344141,2017-06-21 21:58:24.133,CA,QC,Montréal,45.5066,-73.6291,0.06484175057013307,POI3
16548,5344282,2017-06-21 10:58:24.527,CA,AB,Calgary,51.01509,-114.16269,2.620042023683018,POI1
16550,5344376,2017-06-21 16:58:27.117,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
16552,5344483,2017-06-21 07:58:27.173,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
16553,5344539,2017-06-21 13:58:28.060,CA,ON,Brampton,43.7796,-79.7681,6.442081321018623,POI3
16554,5344573,2017-06-21 11:58:28.850,CA,AB,Edmonton,53.57904,-113.55346999999999,0.07529143261352696,POI1
16555,5344576,2017-06-21 02:58:24.540,CA,AB,Calgary,51.01509,-114.16269,2.620042023683018,POI1
16556,5344596,2017-06-21 00:58:25.460,CA,AB,Calgary,51.1414,-114.076,2.4761498894543954,POI1
16558,5344693,2017-06-21 16:58:28.373,CA,QC,Montréal,45.464420000000004,-73.61739,0.07688521078204431,POI3
16560,5344773,2017-06-21 03:58:30.380,CA,ON,Ajax,43.8489,-79.0529,5.736186062778729,POI3
16561,5344842,2017-06-21 04:58:30.830,CA,QC,Laval,45.5983,-73.7909,0.23758715793787832,POI3
16562,5344872,2017-06-21 20:58:31.323,CA,AB,Edson,53.577,-116.446,2.960426568021058,POI1
16563,5344967,2017-06-21 05:58:32.177,CA,ON,Mississauga,43.61007,-79.65893,6.385731072893454,POI3
16564,5345047,2017-06-21 22:58:31.267,CA,AB,Edmonton,53.54415,-113.53385,0.04815825728781463,POI1
16565,5345132,2017-06-21 08:58:31.383,CA,ON,Mississauga,43.583,-79.585,6.323476455891723,POI3
16566,5345174,2017-06-21 22:58:32.080,CA,BC,Surrey,49.122,-122.7107,10.230994641042724,POI1
16567,5345244,2017-06-21 14:58:32.107,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
16568,5345313,2017-06-21 04:58:32.180,CA,ON,Oshawa,43.9205,-78.8287,5.500852002700762,POI3
16569,5345374,2017-06-21 07:58:32.417,CA,ON,Sudbury,46.508,-80.987,7.486241549817702,POI3
16570,5345421,2017-06-21 04:58:28.693,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
16571,5345439,2017-06-21 20:58:31.070,CA,ON,Oshawa,43.9228,-78.8287,5.500182983521273,POI3
16572,5345502,2017-06-21 11:58:32.747,CA,ON,Toronto,43.70863,-79.39732,6.1066339675484835,POI3
16573,5345553,2017-06-21 17:58:32.903,CA,ON,Thornhill,43.8227,-79.3946,6.0711331672775035,POI3
16574,5345590,2017-06-21 04:58:31.147,CA,ON,Toronto,43.6425,-79.3833,6.113250024235641,POI3
16576,5345700,2017-06-21 20:58:33.610,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
16577,5345707,2017-06-21 01:58:35.790,CA,ON,Thornhill,43.8395,-79.3831,6.055405119594971,POI3
16580,5345927,2017-06-21 01:58:37.447,CA,AB,Calgary,51.0378,-114.174,2.601079601520306,POI1
16581,5346003,2017-06-21 18:58:35.837,CA,SK,Saskatoon,52.1225,-106.7249,6.909102988264471,POI1
16582,5346030,2017-06-21 20:58:36.300,CA,SK,Saskatoon,52.1168,-106.6345,6.9987496985851045,POI1
16583,5346032,2017-06-21 15:58:37.290,CA,ON,Toronto,43.6477,-79.4174,6.14412003385489,POI3
16584,5346065,2017-06-21 05:58:37.623,CA,ON,North York,43.78886,-79.44821999999999,6.132105526634136,POI3
16585,5346143,2017-06-21 07:58:37.727,CA,AB,Lacombe,52.4668,-113.7353,1.107843088638912,POI1
16586,5346235,2017-06-21 12:58:34.997,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
16588,5346257,2017-06-21 16:58:35.567,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
16589,5346346,2017-06-21 15:58:37.533,CA,ON,Scarborough,43.78342,-79.28333,5.975697317076651,POI3
16590,5346360,2017-06-21 16:58:39.907,CA,AB,Beaumont,53.35881,-113.40525,0.2039125295439302,POI1
16591,5346441,2017-06-21 17:58:40.470,CA,ON,Brampton,43.7476,-79.6912,6.376908335848725,POI3
16592,5346442,2017-06-21 13:58:40.520,CA,AB,Calgary,51.1229,-114.189,2.5232530630210266,POI1
16593,5346511,2017-06-21 00:58:42.100,CA,AB,Edmonton,53.44144,-113.43615,0.1158719879220247,POI1
16594,5346569,2017-06-21 15:58:40.123,CA,ON,North York,43.7673,-79.4111,6.102670209508053,POI3
16595,5346604,2017-06-21 10:58:40.370,CA,ON,Brampton,43.7476,-79.6912,6.376908335848725,POI3
16596,5346686,2017-06-21 03:58:40.437,CA,ON,Brampton,43.7476,-79.6912,6.376908335848725,POI3
16597,5346710,2017-06-21 11:58:40.980,CA,AB,Beaumont,53.35881,-113.40525,0.2039125295439302,POI1
16598,5346793,2017-06-21 14:58:42.723,CA,AB,Calgary,50.9505,-113.947,2.636333343423215,POI1
16599,5346838,2017-06-21 07:58:40.433,CA,ON,Bolton,43.9319,-79.8056,6.438908832497707,POI3
16600,5346865,2017-06-21 05:58:40.450,CA,ON,Brampton,43.7476,-79.6912,6.376908335848725,POI3
16601,5346949,2017-06-21 07:58:40.480,CA,AB,Calgary,51.1229,-114.189,2.5232530630210266,POI1
16602,5347046,2017-06-21 12:58:40.800,CA,AB,Calgary,51.0468,-114.076,2.568121755572546,POI1
16603,5347087,2017-06-21 04:58:40.823,CA,AB,Calgary,51.0468,-114.076,2.568121755572546,POI1
16605,5347192,2017-06-21 21:58:42.470,CA,AB,Calgary,50.8837,-114.0326,2.718049474907517,POI1
16606,5347281,2017-06-21 02:58:44.050,CA,AB,Edmonton,53.44144,-113.43615,0.1158719879220247,POI1
16608,5347398,2017-06-21 08:58:46.357,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
16609,5347425,2017-06-21 19:58:46.983,CA,BC,Surrey,49.120909999999995,-122.8678,10.373334176840395,POI1
16610,5347482,2017-06-21 22:58:47.960,CA,ON,Toronto,43.7068,-79.3991,6.108877140769574,POI3
16611,5347549,2017-06-21 18:58:46.173,CA,ON,Toronto,43.6682,-79.4209,6.141235383326147,POI3
16612,5347603,2017-06-21 22:58:47.187,CA,ON,Whitby,43.8873,-78.9422,5.619101321672087,POI3
16613,5347667,2017-06-21 05:58:47.900,CA,ON,Mississauga,43.583,-79.585,6.323476455891723,POI3
16614,5347730,2017-06-21 06:58:48.660,CA,ON,Mississauga,43.5873,-79.6076,6.343679472042788,POI3
16615,5347751,2017-06-21 05:58:46.347,CA,AB,Calgary,50.9899,-114.1574,2.6430354123327615,POI1
16617,5347904,2017-06-21 20:58:46.317,CA,ON,Brampton,43.7796,-79.7681,6.442081321018623,POI3
16618,5348002,2017-06-21 09:58:46.420,CA,AB,Calgary,50.9899,-114.1574,2.6430354123327615,POI1
16620,5348046,2017-06-21 01:58:45.393,CA,AB,Calgary,51.0272,-114.0349,2.57813460522235,POI1
16621,5348104,2017-06-21 03:58:46.730,CA,ON,York,43.6883,-79.4496,6.162593753446438,POI3
16622,5348122,2017-06-21 13:58:47.393,CA,ON,Mississauga,43.583,-79.585,6.323476455891723,POI3
16623,5348207,2017-06-21 11:58:47.790,CA,ON,Markham,43.8341,-79.3302,6.006120135729643,POI3
16624,5348286,2017-06-21 13:58:47.957,CA,AB,Edmonton,53.4643,-113.4371,0.09522327260182302,POI1
16625,5348330,2017-06-21 06:58:51.077,CA,ON,Toronto,43.6477,-79.4174,6.14412003385489,POI3
16626,5348359,2017-06-21 05:58:51.697,CA,ON,Cambridge,43.35562,-80.31181,7.0849999114944895,POI3
16627,5348405,2017-06-21 05:58:50.437,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
16628,5348495,2017-06-21 01:58:51.417,CA,SK,Saskatoon,52.1218,-106.645,6.987450394059708,POI1
16629,5348563,2017-06-21 01:58:54.033,CA,ON,Ajax,43.8489,-79.0529,5.736186062778729,POI3
16630,5348601,2017-06-21 09:58:51.353,CA,ON,Markham,43.8412,-79.3262,6.000289090953618,POI3
16631,5348619,2017-06-21 06:58:51.370,CA,QC,Lasalle,45.4363,-73.6215,0.10177732958276568,POI3
16632,5348704,2017-06-21 11:58:51.720,CA,NB,Quispamsis,45.4322,-65.9462,2.7213833219046877,POI4
16633,5348781,2017-06-21 05:58:52.690,CA,ON,Mississauga,43.5869,-79.7559,6.485193998549077,POI3
16634,5348831,2017-06-21 01:58:54.167,CA,QC,Montreal,45.5695,-73.5731,0.04839113986051613,POI3
16635,5348923,2017-06-21 00:58:51.367,CA,ON,Mississauga,43.5873,-79.6076,6.343679472042788,POI3
16636,5348925,2017-06-21 19:58:51.467,CA,ON,Brampton,43.6971,-79.7944,6.490113532844935,POI3
16638,5348978,2017-06-21 03:58:52.637,CA,ON,Trenton,44.0992,-77.5776,4.256294898596316,POI3
16640,5349034,2017-06-21 13:58:55.697,CA,AB,Edmonton,53.46431,-113.43706999999999,0.09523000233646257,POI1
16641,5349116,2017-06-21 00:58:56.050,CA,AB,Calgary,51.1076,-114.158,2.529535646763062,POI1
16642,5349191,2017-06-21 22:58:54.427,CA,AB,Calgary,51.08108,-114.208,2.568719932636683,POI1
16643,5349202,2017-06-21 07:58:55.660,CA,AB,Calgary,51.045559999999995,-114.06709,2.5672962756925877,POI1
16645,5349340,2017-06-21 21:58:56.260,CA,AB,Calgary,51.0378,-114.08,2.5778008234627094,POI1
16646,5349374,2017-06-21 03:58:57.510,CA,AB,Calgary,51.0534,-114.051,2.55605417920767,POI1
16647,5349448,2017-06-21 17:58:57.167,CA,AB,Edmonton,53.4593,-113.4145,0.1123394785683175,POI1
16648,5349504,2017-06-21 07:58:58.743,CA,AB,Calgary,51.0915,-114.2073,2.5585244914295813,POI1
16650,5349589,2017-06-21 15:58:56.090,CA,AB,Calgary,51.0378,-114.08,2.5778008234627094,POI1
16651,5349604,2017-06-21 12:58:58.310,CA,AB,Crossfield,51.48368,-114.02486,2.1317855119699574,POI1
16652,5349625,2017-06-21 08:58:55.040,CA,ON,Toronto,43.6557,-79.3646,6.091401699183608,POI3
16653,5349658,2017-06-21 02:58:56.943,CA,AB,Cochrane,51.1834,-114.4687,2.559079923223385,POI1
16654,5349755,2017-06-21 07:59:00.147,CA,ON,North York,43.7351,-79.5099,6.206556837024617,POI3
16655,5349823,2017-06-21 22:58:57.503,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
16657,5349907,2017-06-21 18:58:59.240,CA,ON,Toronto,43.63,-79.477,6.206278880796209,POI3
16659,5350024,2017-06-21 05:59:01.387,CA,AB,Calgary,50.9316,-114.096,2.6848436059191605,POI1
16660,5350082,2017-06-21 15:59:01.427,CA,ON,Toronto,43.6682,-79.4209,6.141235383326147,POI3
16662,5350125,2017-06-21 14:59:01.493,CA,QC,Montréal,45.53363,-73.67442,0.10905831842184216,POI3
16664,5350178,2017-06-21 08:59:01.530,CA,AB,Calgary,51.0486,-113.968,2.5437023045641594,POI1
16665,5350230,2017-06-21 06:59:01.683,CA,ON,Ottawa,45.4129,-75.7078,2.1445340821765995,POI3
16666,5350233,2017-06-21 19:59:01.690,CA,ON,Peterborough,44.3022,-78.3342,4.921636867244166,POI3
16667,5350318,2017-06-21 00:59:01.747,CA,ON,Toronto,43.6666,-79.3823,6.104932358267125,POI3
16668,5350415,2017-06-21 20:59:01.990,CA,AB,Calgary,51.036840000000005,-113.96179,2.554085219421032,POI1
16669,5350451,2017-06-21 06:59:03.810,CA,AB,Edmonton,53.4143,-113.426,0.14476552229382006,POI1
16670,5350477,2017-06-21 20:59:00.150,CA,QC,Gatineau,45.476,-75.6786,2.11306870721636,POI3
16671,5350538,2017-06-21 22:59:01.293,CA,ON,Oakville,43.454,-79.692,6.465498560375442,POI3
16672,5350620,2017-06-21 03:59:01.340,CA,AB,Calgary,51.0915,-114.2073,2.5585244914295813,POI1
16673,5350668,2017-06-21 18:59:01.430,CA,QC,Trois-Rivières,46.3776,-72.5352,1.339882260430743,POI3
16674,5350704,2017-06-21 09:59:01.570,CA,ON,Toronto,43.6448,-79.392,6.120823755657156,POI3
16675,5350799,2017-06-21 10:59:01.593,CA,ON,Kingston,44.2585,-76.4897,3.1848667513126827,POI3
16676,5350885,2017-06-21 06:59:01.660,CA,ON,Mississauga,43.5869,-79.7559,6.485193998549077,POI3
16677,5350899,2017-06-21 18:59:02.040,CA,AB,Calgary,51.0262,-114.15,2.6060473901763572,POI1
16678,5350976,2017-06-21 13:59:02.597,CA,AB,Calgary,51.08975,-113.9544,2.5007263539709834,POI1
16679,5351066,2017-06-21 11:59:03.093,CA,AB,Calgary,51.0823,-113.9578,2.508682303928705,POI1
16680,5351094,2017-06-21 11:59:03.670,CA,QC,Montréal,45.54955,-73.58576,0.03419198644419684,POI3
16681,5351113,2017-06-21 14:59:04.723,CA,AB,Edmonton,53.497240000000005,-113.6346,0.1567001508773982,POI1
16682,5351152,2017-06-21 03:59:01.363,CA,ON,Ottawa,45.3745,-75.7095,2.1485195612833103,POI3
16683,5351241,2017-06-21 12:59:01.397,CA,AB,Coaldale,49.73243,-112.61868999999999,3.9110555101027473,POI1
16684,5351277,2017-06-21 10:59:01.493,CA,AB,Calgary,50.9819,-114.06,2.6277836071573697,POI1
16685,5351360,2017-06-21 01:59:01.530,CA,ON,Mississauga,43.5982,-79.6344,6.36590656508694,POI3
16686,5351382,2017-06-21 17:59:01.613,CA,AB,Calgary,51.0486,-113.968,2.5437023045641594,POI1
16687,5351384,2017-06-21 11:59:01.660,CA,ON,Mississauga,43.5982,-79.6344,6.36590656508694,POI3
16688,5351437,2017-06-21 13:59:01.693,CA,AB,Calgary,51.036840000000005,-113.96179,2.554085219421032,POI1
16689,5351476,2017-06-21 05:59:01.790,CA,AB,Calgary,50.881,-114.028,2.719773437741647,POI1
16690,5351553,2017-06-21 13:59:01.937,CA,AB,Calgary,51.06269,-114.11788999999999,2.5626703295322595,POI1
16691,5351584,2017-06-21 15:59:01.153,CA,ON,Etobicoke,43.6247,-79.4892,6.219513932617,POI3
16692,5351647,2017-06-21 02:59:01.380,CA,ON,Toronto,43.6682,-79.4209,6.141235383326147,POI3
16693,5351696,2017-06-21 02:59:01.383,CA,ON,Ottawa,45.4164,-75.679,2.1155946490329884,POI3
16694,5351779,2017-06-21 02:59:01.410,CA,ON,Ottawa,45.4192,-75.6963,2.1327370996484727,POI3
16696,5351870,2017-06-21 09:59:01.510,CA,ON,Mississauga,43.5982,-79.6344,6.36590656508694,POI3
16698,5352010,2017-06-21 01:59:01.517,CA,ON,Huntsville,45.3265,-79.2168,5.654144031488505,POI3
16700,5352133,2017-06-21 21:59:01.530,CA,ON,Huntsville,45.3265,-79.2168,5.654144031488505,POI3
16702,5352189,2017-06-21 03:59:01.630,CA,ON,Toronto,43.7537,-79.2659,5.967759995544143,POI3
16703,5352273,2017-06-21 09:59:01.670,CA,ON,Toronto,43.68137,-79.45636,6.171111032867343,POI3
16704,5352299,2017-06-21 20:59:01.737,CA,ON,Toronto,43.6477,-79.4174,6.14412003385489,POI3
16706,5352463,2017-06-21 17:59:02.503,CA,AB,Calgary,51.1188,-113.9471,2.4708235749735383,POI1
16708,5352608,2017-06-21 10:59:01.380,CA,ON,Woodbridge,43.843,-79.558,6.222665964377091,POI3
16709,5352654,2017-06-21 16:59:01.440,CA,AB,Calgary,51.0833,-114.0833,2.534324167119313,POI1
16710,5352693,2017-06-21 11:59:01.480,CA,ON,Brockville,44.591,-75.68,2.3097542865458713,POI3
16711,5352763,2017-06-21 02:59:01.520,CA,ON,Woodbridge,43.8069,-79.5978,6.270774853047834,POI3
16712,5352765,2017-06-21 09:59:01.667,CA,ON,Mississauga,43.5869,-79.7559,6.485193998549077,POI3
16713,5352818,2017-06-21 10:59:01.737,CA,AB,Edmonton,53.587,-113.441,0.06056785157986387,POI1
16714,5352882,2017-06-21 11:59:01.943,CA,AB,Calgary,51.1188,-113.9471,2.4708235749735383,POI1
16715,5352886,2017-06-21 17:59:05.537,CA,AB,Calgary,50.9505,-113.947,2.636333343423215,POI1
16716,5352948,2017-06-21 13:59:06.350,CA,AB,Calgary,50.9505,-113.947,2.636333343423215,POI1
16717,5352974,2017-06-21 13:59:04.893,CA,AB,Cochrane,51.1834,-114.4687,2.559079923223385,POI1
16718,5353013,2017-06-21 07:59:06.553,CA,NS,Maitland,45.3204,-63.5019,0.28563377275979923,POI4
16719,5353062,2017-06-21 03:59:06.870,CA,NS,Cape Breton,46.12475,-60.19195,3.17115009629646,POI4
16720,5353094,2017-06-21 07:59:04.980,CA,QC,Saint-Laurent,45.503809999999994,-73.68475,0.12005573637689691,POI3
16721,5353188,2017-06-21 09:59:07.373,CA,AB,Calgary,50.9505,-113.947,2.636333343423215,POI1
16723,5353329,2017-06-21 03:59:06.467,CA,ON,Thunder Bay,48.3914,-89.262,15.956166462688243,POI3
16724,5353395,2017-06-21 02:59:06.633,CA,NS,Halifax,44.66667,-63.63993000000001,0.6909089954552579,POI4
16725,5353487,2017-06-21 22:59:07.850,CA,SK,Saskatoon,52.1404,-106.608,7.019929190030699,POI1
16726,5353560,2017-06-21 02:59:09.610,CA,QC,Montréal,45.5238,-73.5932,0.027262579059947098,POI3
16727,5353647,2017-06-21 01:59:06.473,CA,ON,Toronto,43.6682,-79.4209,6.141235383326147,POI3
16728,5353682,2017-06-21 10:59:06.487,CA,ON,Oakville,43.4309,-79.7767,6.553140020510554,POI3
16729,5353750,2017-06-21 10:59:06.497,CA,ON,Oakville,43.4309,-79.7767,6.553140020510554,POI3
16731,5353865,2017-06-21 15:59:07.023,CA,NB,Fredericton,45.9527,-66.6558,3.499601378434544,POI4
16732,5353927,2017-06-21 07:59:07.860,CA,SK,Saskatoon,52.1404,-106.608,7.019929190030699,POI1
16733,5354008,2017-06-21 00:59:08.907,CA,AB,Edmonton,53.4143,-113.426,0.14476552229382006,POI1
16734,5354023,2017-06-21 22:59:06.503,CA,ON,Toronto,43.6722,-79.40118000000001,6.121228076977458,POI3
16735,5354042,2017-06-21 15:59:07.030,CA,NS,Hammonds Plains,44.70731,-63.757740000000005,0.737199769751047,POI4
16736,5354047,2017-06-21 04:59:07.463,CA,AB,Calgary,50.9505,-113.947,2.636333343423215,POI1
16737,5354051,2017-06-21 15:59:09.880,CA,AB,Sherwood Park,53.556,-113.2952,0.19078755998493485,POI1
16738,5354120,2017-06-21 08:59:10.620,CA,AB,Ponoka,52.668490000000006,-113.56882,0.8816009299705828,POI1
16739,5354217,2017-06-21 02:59:10.753,CA,AB,Calgary,50.9632,-114.082,2.6508963891191604,POI1
16740,5354245,2017-06-21 01:59:10.927,CA,AB,Calgary,51.0486,-113.968,2.5437023045641594,POI1
16741,5354294,2017-06-21 04:59:11.390,CA,AB,Calgary,51.0486,-113.968,2.5437023045641594,POI1
16742,5354336,2017-06-21 00:59:10.563,CA,QC,Montréal,45.4978,-73.5798,0.027524523919591388,POI3
16743,5354361,2017-06-21 03:59:10.757,CA,AB,Calgary,51.134190000000004,-114.23781000000001,2.526509718624689,POI1
16744,5354367,2017-06-21 12:59:10.793,CA,AB,Calgary,50.9722,-114.062,2.6376862246759005,POI1
16745,5354406,2017-06-21 21:59:11.377,CA,AB,Calgary,51.0571,-114.077,2.558329535701962,POI1
16746,5354440,2017-06-21 18:59:12.603,CA,AB,Edmonton,53.49723,-113.63462,0.156722273353207,POI1
16747,5354497,2017-06-21 20:59:10.650,CA,AB,Calgary,51.05448,-114.20733999999999,2.5940738858415346,POI1
16748,5354586,2017-06-21 20:59:10.800,CA,AB,Calgary,51.09337,-114.07869,2.5234519890707263,POI1
16749,5354632,2017-06-21 04:59:13.057,CA,AB,Edmonton,53.49909,-113.5006,0.049368430043906446,POI1
16750,5354649,2017-06-21 10:59:13.430,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
16751,5354723,2017-06-21 00:59:11.420,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
16752,5354735,2017-06-21 10:59:12.710,CA,AB,Calgary,51.11757,-113.94979,2.4725354111812035,POI1
16753,5354755,2017-06-21 17:59:14.627,CA,AB,Airdrie,51.3082,-114.0398,2.3055336530714556,POI1
16755,5354900,2017-06-21 20:59:12.840,CA,ON,Toronto,43.7537,-79.2659,5.967759995544143,POI3
16756,5354926,2017-06-21 16:59:13.550,CA,QC,Saint-Eustache,45.5656,-73.9135,0.3502470833811479,POI3
16757,5354928,2017-06-21 07:59:13.893,CA,SK,Saskatoon,52.1225,-106.72488,6.909122559066754,POI1
16758,5354931,2017-06-21 15:59:12.060,CA,AB,Edmonton,53.41573,-113.45475,0.13406647315790915,POI1
16760,5355106,2017-06-21 05:59:12.880,CA,ON,Ottawa,45.4164,-75.679,2.1155946490329884,POI3
16762,5355250,2017-06-21 13:59:15.630,CA,ON,Toronto,43.6963,-79.4125,6.124794492619074,POI3
16764,5355275,2017-06-21 21:59:16.287,CA,AB,Calgary,51.1414,-114.076,2.4761498894543954,POI1
16765,5355368,2017-06-21 16:59:16.527,CA,AB,Calgary,51.0524,-114.038,2.5541870693128597,POI1
16766,5355371,2017-06-21 19:59:16.577,CA,ON,Ottawa,45.4455,-75.6894,2.1247402810736733,POI3
16767,5355406,2017-06-21 21:59:16.607,CA,ON,Bowmanville,43.908,-78.707,5.388268068889755,POI3
16768,5355438,2017-06-21 04:59:16.623,CA,ON,Ottawa,45.4455,-75.6894,2.1247402810736733,POI3
16769,5355526,2017-06-21 19:59:16.650,CA,ON,Mississauga,43.6046,-79.6729,6.400697982737273,POI3
16770,5355584,2017-06-21 09:59:16.670,CA,AB,Calgary,51.0104,-114.066,2.601311766983156,POI1
16771,5355628,2017-06-21 14:59:16.823,CA,ON,Toronto,43.6466,-79.4493,6.174841718053746,POI3
16772,5355711,2017-06-21 20:59:16.550,CA,ON,Bowmanville,43.908,-78.707,5.388268068889755,POI3
16773,5355721,2017-06-21 15:59:16.573,CA,ON,Newmarket,44.0587,-79.4591,6.071944169771085,POI3
16774,5355764,2017-06-21 09:59:16.600,CA,ON,Mississauga,43.6046,-79.6729,6.400697982737273,POI3
